authors,bestsellers-rank,categories,description,dimension-x,dimension-y,dimension-z,edition,edition-statement,for-ages,format,id,illustrations-note,image-checksum,image-path,image-url,imprint,index-date,isbn10,isbn13,lang,publication-date,publication-place,rating-avg,rating-count,title,url,weight
[47],489813,"[142, 3257, 2813, 2980]","The quirky wisdom and sensible advice of The Brady Bunch - the first family of 1970's television - have been drawn from five seasons of episodes and condensed into a pocket - sized guide to life.. The Brady Bunch show first went on air in 1974 and has continued to broadcast in reruns. A touchstone of American popular culture and a pure example of classic TV, it has been reincarnated in the blockbuster movies, The Brady Bunch Movie and A Very Brady Sequel.. The show's format is perfect for scripting ""life lessons"" and in-jokes. Each episode dealt with some aspect of life that, in 30 minutes, was neatly resolved, complete with an important moral.. This Miniature Edition is a perfect slice of nostalgia for anyone who enjoys the occasional rerun of a TV classic. It includes hilarious and very Brady tips on how to deal with siblings, conquer pre-teen angst and generally be an all-round balanced person.",64,76,14.48,,,,2,9.78076E+12,full colour illustrations,71493de4385c448d5a4b8aca997f4583,full/1/d/5/1d5324b2b699832bca4951cebf2cc9253046388d.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7624/9780762420667.jpg,Running Press Miniature Editions,,762420669,9.78076E+12,en,9/29/2004 0:00,,3.12,8,The Brady Bunch Guide to Life,/Brady-Bunch-Guide-Life-Paul-Ruditis/9780762420667,63.5
[48],33038,"[292, 1520, 1531, 1532, 1593]","Selected and introduced by Richard Dawkins, The Oxford Book of Modern Science Writing is a celebration of the finest writing by scientists for a wider audience - revealing that many of the best scientists have displayed as much imagination and skill with the pen as they have in the laboratory.",155,232,33,,Reprint,,1,9.7802E+12,numerous figures,7c3c62fd5523361620b7b450d2269a34,full/a/4/8/a488abec16ae8ec2a3bfa5bdd67ee9505bf6165a.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/1992/9780199216819.jpg,,,199216819,9.7802E+12,en,10/4/2009 0:00,,4.1,1408,The Oxford Book of Modern Science Writing,/Oxford-Book-Modern-Science-Writing-Richard-Dawkins/9780199216819,579
[18],448631,"[142, 3257, 2978, 2980, 2452]",Legen . . . wait for it . . . dary!,74,88,48,,,,4,9.78076E+12,Color photos throughout,64136d9d2e2d3c4e5fd4756487565423,full/e/8/0/e804d941cdb24443e7b9b05b9a630fd6bbbb6667.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7624/9780762452590.jpg,Running Press Miniature Editions,,762452595,9.78076E+12,en,6/17/2014 0:00,,,,How I Met Your Mother Mini Kit : Mini Barney Bobblehead Included!,/How-I-Met-Your-Mother-Mini-Kit-Running-Press/9780762452590,40
[49],636559,[2980],"""The League of Gentlemen"" have been making audiences laugh for years, but what makes them tick and what is behind their dark, twisted humour? In this book, all four members have assembled a stunning collection of prose, poetry, sketches, lyrics and classic film scenes to create a very special ""Book of Precious Things"". ""The League of Gentlemen"" was critically acclaimed when the first series was shown on BBC2 in 1999. Already known from their radio show ""On The Town...,"" the League were much discussed, with their unique mixture of very black comedy and harrowing social observation set in the fictional town of Royston Vasey. With a mind-blowing mixture of influences from ""Hammer Horror"", ""Carry On"" and Martin Amis to Monty Python, Shakespeare and Victoria Wood, the League are utterly unique and more than a little disturbing!",129,198,29,,,,2,9.78185E+12,,6df343d4c6fffa320662cddd94b57c75,full/d/d/2/dd2208388c2638215dfbcd58f5cfda1cb80f4e40.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8537/9781853756214.jpg,Prion Books Ltd,,1853756210,9.78185E+12,en,9/3/2007 0:00,,4.02,59,"The ""League of Gentlemen""'s Book of Precious Things",/League-Gentlemen-s-Book-Precious-Things-League-Gentlemen/9781853756214,438
[50],81318,"[1520, 1528, 1531, 1558, 1573, 1579, 1611]","With Reactions bestselling author Theodore Gray continues the journey through our molecular and chemical world that began with the tour de force The Elements and continued with Molecules. In The Elements, Gray gave us a never-before-seen, mesmerizing photographic view of the 118 elements in the periodic table. In Molecules, with the same phenomenal photographic acumen, plus beautifully rendered computer generated graphics, he showed us how the elements combine to form the content that makes up our universe, from table salt to oxygen to the panoply of colors and smells that surround us.",261,262,22,,,,2,9.78032E+12,500 colour photos throughout,006ffafee90ae8650bfc8c1e11432979,full/2/4/7/24762282b4cef5418088466688979e0fe8405fe1.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3163/9780316391221.jpg,,,316391220,9.78032E+12,en,10/26/2017 0:00,,4.35,179,"Reactions : An Illustrated Exploration of Elements, Molecules, and Change in the Universe",/Reactions-Theodore-Gray/9780316391221,1270
"[51, 52, 53]",587341,"[142, 3257, 634, 2978, 2980, 2983]","Did you know that foreigners who want to live in Britain have to pass a government test to get in? It's true, and some of the questions are harder than ""Why does everyone hate Manchester United?""",132,205,18,,,,2,9.78185E+12,,9c43ffc763906192250e3df98cfc9ac2,full/1/2/1/121ca0241c0c2e7d30fe15cbb81a93cc8a708e96.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8460/9781846075469.jpg,BBC BOOKS,,1846075467,9.78185E+12,en,10/13/2009 0:00,,3.49,43,Have I Got News For You: Guide to Modern Britain,/Have-I-Got-News-For-You-Guide-Modern-Britain-Nick-Martin/9781846075469,290
[54],709175,"[142, 3257, 2818, 2978, 2980]","For the 35th anniversary of iconic sitcom The Good Life, and in homage to Tom and Barbara Good, Giles Coren and Sue Perkins are trying out self-sufficiency in the suburbs. But is it really possible to live out of the rat race and off grid in modern Britain?",198,253,22,,UK ed.,,2,9.78185E+12,col. ill,4e266f6e717be850b549eee2e6c0460a,full/4/1/6/4164257fb0e5ff9453d03a82c22fe52eec02a9be.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8499/9781849900591.jpg,BBC BOOKS,,1849900590,9.78185E+12,en,11/23/2010 0:00,,3.64,22,Giles and Sue Live The Good Life,/Giles-Sue-Live-Good-Life-Sue-Perkin/9781849900591,860
[55],39840,"[750, 1532, 2770, 2812, 2813, 2820]","'Each part of your body will be working perfectly as a harmonious whole. You will even find lines disappearing, weight normalizing, and posture straightening.' -- Louise L. Hay",129,180,11,,Revised ed.,,1,9.78156E+12,black & white illustrations,745c63d5f107d8f661b06930c71dc75c,full/0/3/3/0332885efbdec3b6552750834cffb79d6a38269b.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5617/9781561706020.jpg,,,1561706027,9.78156E+12,en,8/27/2004 0:00,,4.13,525,Love Your Body : A Positive Affirmation Guide for Loving and Appreciating Your Body,/Love-Your-Body-Louise-Hay/9781561706020,120
[36],,"[2980, 2983]",,164,241,41,,Signed ed,,2,9.78057E+12,,d9f083c9c171c71b1df27f6dc2d66ba1,full/8/5/b/85ba41380686b8d441cb7f5a4770c48f8c164562.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5712/9780571274871.jpg,,,571274870,9.78057E+12,,10/7/2010 0:00,,,,Livin' the Dreem : A Year in My Life,/Livin-Dreem-Harry-Hill/9780571274871,780
[36],,"[2980, 2983]","Harry Hill's unexpurgated diary of his year promises to do for the celebrity memoir what the Hadron Collider has done for particle acceleration. Think Samuel Pepys meets Katie Price. This frank and sometimes controversial diary details one hectic year in the eye of the showbiz storm, cut with a heavy mix of the day-to-day goings on in Bexhill, where Harry lives at home with his mother and occasional Filipino fiance, Lay Dee. Follow the near fatal goings-on during Harry's filming of Britain's ""Most Dangerous Roads"", his attempts to become a judge on ""X Factor"" and his struggle to meet the Welsh chanteuse Duffy at Warwick Avenue. Read of his dog's ongoing battle with the bottle, and how he is sacked from the sniffer staff at Gatwick Airport due to sexual harassment. Learn how Harry's Nan gets on in her holiday home in Iraq, her affair with the milkman and her subsequent struggle to have fun whilst living on a curfew.",154,,233,,,,1,9.78057E+12,,858a6518a38e57a02fa9bb7a522198c2,full/c/0/a/c0a2844fba2e8ee51da4efb9f7817bc874aab3f1.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5712/9780571272907.jpg,,,571272908,9.78057E+12,,10/7/2010 0:00,,,,Livin' the Dreem : A Year in the Life of Harry Hill,/Livin-Dreem-Harry-Hill/9780571272907,640
"[56, 57]",96946,"[663, 947, 2761, 1530, 1900]","In recent years, Google's autonomous cars have logged thousands of miles on American highways and IBM's Watson trounced the best human Jeopardy! players. Digital technologies-with hardware, software, and networks at their core-will in the near future diagnose diseases more accurately than doctors can, apply enormous data sets to transform retailing, and accomplish many tasks once considered uniquely human. In The Second Machine Age MIT's Erik Brynjolfsson and Andrew McAfee-two thinkers at the forefront of their field-reveal the forces driving the reinvention of our lives and our economy. As the full impact of digital technologies is felt, we will realize immense bounty in the form of dazzling personal technology, advanced infrastructure, and near-boundless access to the cultural items that enrich our lives.",165,244,30,,,,2,9.78039E+12,"black & white line drawings, figures, graphs",34db6c0e472b82b126dd949262f3891a,full/4/2/e/42ea0ad7e114e741a4910c201896bdab4d59ee73.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/3932/9780393239355.jpg,,,393239357,9.78039E+12,en,2/18/2014 0:00,,3.94,10618,"The Second Machine Age : Work, Progress, and Prosperity in a Time of Brilliant Technologies",/Second-Machine-Age-Erik-Brynjolfsson/9780393239355,482
[],1561584,[2980],"Revisit the most memorable scenes from Breaking Bad, the multi award-winning series created by Vince Gilligan. The most iconic moments from this thrilling drama are recorded in chronological order using quotes and pictures.",150,150,15,,,,2,9.78071E+12,,3c3218506066a10715c162d461dfa685,full/8/d/a/8da5a2042d4d94ab162f39591fc1ce388c4f9168.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/7112/9780711236882.jpg,,,711236887,9.78071E+12,en,4/2/2015 0:00,,1.5,2,Breaking Bad Say My Name Badass Best Quotes,/Breaking-Bad-Say-My-Name-Badass-Best-Quotes/9780711236882,210
[58],1151556,[2980],"In Lisa Simpson's Guide to Geek Chic, Springfield's most sensitive student reveals the secrets of being a misunderstood geek goddess. Geeks are no longer just those sideshow freaks biting the heads off chickens. Geeks are now freaks about all kinds of other things and are proud to let it show. Geek is now chic, nerdy is now noble, and dorky is now desirable, as they always should have been. The readers, the writers, the scientists, and the creators are now at the top of the heap, and it's time to show the rest of the world what they are made of...beside mostly oxygen, carbon, hydrogen, nitrogen, calcium, and phosphorus, of course. Let your geek flag fly!",185,186,24,,,,2,9.78059E+12,,ba429feff4c3ce06cdfc82234b63a4b2,full/2/c/b/2cb77003301d43fd784e29f5cba50a45c83d3ff0.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5930/9780593073032.jpg,BANTAM PRESS,,593073037,9.78059E+12,en,5/7/2015 0:00,,4.23,39,Lisa Simpson's Guide to Geek Chic,/Lisa-Simpsons-Guide-Geek-Chic-Matt-Groening/9780593073032,447
[59],100789,"[1305, 1531]","Against the backdrop of unprecedented concern for the future of health care, this  Very Short Introduction surveys the history of medicine from classical times to the present. Focussing on the key turning points in the history of Western medicine, such as the advent of hospitals and the rise of experimental medicine, Bill Bynum offers insights into medicine's past, while at the same time engaging with contemporary issues, discoveries, and controversies.",111,174,10,,,,1,9.7802E+12,w. 20 figs.,bfa78e69a8d612800fd7bf6e2ea27141,full/7/6/b/76b1ae5c29ed74384ac77c984f74def7cf5c7715.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1992/9780199215430.jpg,,,019921543X,9.7802E+12,en,12/1/2008 0:00,,3.8,455,The History of Medicine: A Very Short Introduction,/History-Medicine-Very-Short-Introduction-William-Bynum/9780199215430,147
[60],1669918,[2980],,125,142,10,,,,3,9.78186E+12,,d2721f555ab8ca58773f420a78db913b,full/9/9/c/99ca540664d5bb2b9ed41b7507d6f3cbd59c96b6.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/8605/9781860511226.jpg,,,1860511228,9.78186E+12,,7/22/2005 0:00,,,,Back to the Front: v.2,/Back-Front-v-2-Jasper-Carrott/9781860511226,94
"[61, 62, 63]",,[2980],,135,,190,,,,,9.78191E+12,,e81939f34570830d129e98f39b484831,full/7/3/1/7313579156d5622fe656d0c75186b91b4e7a22fa.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9061/9781906128067.jpg,Mi-Vox,,1906128065,9.78191E+12,,11/13/2007 0:00,,,,"""Victoria Wood""",/Victoria-Wood-Victoria-Wood/9781906128067,
[64],47298,"[649, 763, 1521]",INSTANT NEW YORK TIMES BESTSELLER,152,239,48,,,,2,9.78053E+12,"Illustrations, unspecified",4341fec74541964c06377bdf48e855d4,full/c/0/6/c0699faaa2807f2e93a144b55196183ac1234e1d.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5254/9780525427575.jpg,,,525427570,9.78053E+12,en,2/13/2018 0:00,,4.23,20750,"Enlightenment Now : The Case for Reason, Science, Humanism, and Progress",/Enlightenment-Now-Steven-Pinker/9780525427575,862
"[65, 66]",,[2980],,135,,190,,,,,9.78191E+12,,6b730cb1f991f31fb5a2e79e21c3225a,full/9/3/b/93b921b1ae42f744db3c77959031d7213b04e829.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9061/9781906128128.jpg,Mi-Vox,,190612812X,9.78191E+12,,11/13/2007 0:00,,,,"""Yes Minister""",/Yes-Minister-Paul-Eddington/9781906128128,
"[67, 31, 68]",,[2980],,135,,190,,,,,9.78191E+12,,d9f083c9c171c71b1df27f6dc2d66ba1,full/3/d/1/3d1030697171e020d79de589c4a88859936bb64b.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/9061/9781906128081.jpg,Mi-Vox,,1906128081,9.78191E+12,,9/30/2008 0:00,,,,"The ""Fast Show""",/Fast-Show-Paul-Whitehouse/9781906128081,
[69],48111,"[695, 717, 937, 2751, 1295, 1530, 1532, 1594, 1717, 2780, 2820]",THE NEW YORK TIMES BESTSELLER ** THE SUNDAY TIMES BESTSELLER,153,234,29,,,,1,9.78024E+12,,6946b79986418c3e1396ace45e066fba,full/0/5/8/0584011e32aa6fed71324472d61c9cc68253eea9.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/2413/9780241379394.jpg,Penguin Life,,241379393,9.78024E+12,en,1/8/2020 0:00,,3.83,1297,The Changing Mind : A Neuroscientist's Guide to Ageing Well,/Changing-Mind-Daniel-Levitin/9780241379394,583
[],2718403,[2980],"This compilation includes the best of Angus Deaton's last two series as chairman, plus the best of the Autumn 2002 and Spring 2003 series - in which the chairman's post was taken by a number of celebrity guests.",118,142,10,,,,3,9.78056E+12,,9cbcfbdafcb3cf576934fd9a04c4804a,full/e/a/8/ea85421c9a141ff7ad4ac1dbd6f6ca0996242d6b.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5634/9780563496243.jpg,BBC Physical Audio,,056349624X,9.78056E+12,en,10/6/2003 0:00,,4,3,"""Have I Got News for You""",/Have-I-Got-News-for-You/9780563496243,100
"[70, 71, 72, 73]",1240372,"[142, 3257, 146, 3261, 2978, 2980]","Bubbles is back! But has she met her match with arch-enemy Desiree? In this battle of the bulge, who'll come out on top? Dudley's Thai mail-order bride arrives, but can he get to grips with Ting Tong? Anne appears on Stars in Their Eyes, hosted by Cat Deeley. What will she sing? `Tonight, Matthew, I'm going to be Celine Dion...'   Highlights from the third TV series also include Lou and Andy getting into an awful kerfuffle over boob jobs and slow-drying patios, the Prime Minister and Sebastian exchanging favours, Dafydd canvassing support in the local Bi Elections, and Emily and Florence going on their (very small) hen night.   Hold the front page! Vicky Pollard has some scandal for the press (for a price) and Marjorie Dawes finally apologises to her FatFighters. By the way, computer still says `No'...   Created and performed by comic sensations Matt Lucas and David Walliams, and including Tom Baker's insightful narration, this must-see TV series is now a must-hear.   Guest stars include Anthony Head, Nigel Havers, Rob Brydon, Imelda Staunton, Richard Madeley, Judy Finnigan and Ruth Madoc.",133,151,11,Unabridged,Unabridged edition,,3,9.78056E+12,,4d41f35262ab63bcf5ad38eb33af0a9f,full/d/4/d/d4da5865d7feb0f7fd2ffec54ed7e629bc969c42.jpg,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9780/5635/9780563504283.jpg,BBC Physical Audio,,563504285,9.78056E+12,en,5/1/2006 0:00,,5,2,Little Britain:Best Of TV Series 3,/Little-Britain-Best-TV-Series-3-David-Walliams/9780563504283,108
